created_at,clean_text,"Price_label(0,1)"
2014-12-15,wsj former feed chairwoman janet yellen say radio interview -PRON- think president trump understand,1
2014-12-16,nan,-1
2014-12-18,nan,-1
2014-12-18,ya get love -PRON- autist savant president davinci einstein tesla smile,-1
2014-12-22,consumer report longer recommend tesla model,-1
2014-12-22,polestar unveil -PRON- electric response tesla model,-1
2014-12-22,polestar unveil -PRON- electric response tesla model,-1
2014-12-23,didyouknow samuel clemen k mark twain inventor nikola tesla experimental vacuum lamp power,1
2014-12-26,even good iphone,1
2014-12-29,fla driver burn death tesla crash car reportedly catch fire tow yard,-1
2015-01-02,subscriber update one trillion buy thing feed mida touch spy qqq dia iwm fxi emb dxy dollar,-1
2015-01-06,new post polestar vs tesla model jaguar pace merced eqc -PRON- stack roadshow,-1
2015-01-06,please gift -PRON- tesla thank,-1
2015-01-08,tesla model name satisfying car consumer report,-1
2015-01-08,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,-1
2015-01-08,nikola tesla yeni uyanm k v rc k k z deneyi yaparken,-1
2015-01-09,sec want tesla ceo elon musk hold contempt tweet,1
2015-01-09,elon musk tweet may cost -PRON- job tesla ceo,1
2015-01-09,british parliament busy dither brexit dutch build electric container barge call,1
2015-01-09,tesla make car make around k,1
2015-01-20,sec ask judge hold tesla elon musk contempt tweet board not anything -PRON-,-1
2015-01-20,nan,-1
2015-01-20,nan,-1
2015-01-21,clearly never blue tesla,-1
2015-01-21,nan,-1
2015-01-21,aandelen tesla dalen na een tweet van tesla baas elonmusk kortom tijd voor reputatiemanagement dat begint meet,-1
2015-01-21,spr samuel langhorne clemen aka mark twain stand laboratory nikola tesla,-1
2015-01-22,mai quelle annonce tesla pr voit il de faire ce jeudi,-1
2015-01-22,nan,-1
2015-01-22,exactement rappelle que tant le k que les concurrent de tesla affirment confirment qu fin fe,-1
2015-01-22,reuter deux source confirment que le carnet de commande ricain des model e aujourd hui vide,-1
2015-01-23,-PRON- not job fnma fmcc continuously bail government th,-1
2015-01-23,smanjene dividende umesto dinara koliko je trebalo da legne na ra un svakom malom akcionaru aerodroma niko,-1
2015-01-26,si el tribunal acoge la denuncia de desacato del regulador el fundador del fabricante de veh culo el ctrico se e,-1
2015-01-27,u judge order tesla chief executive elon musk explain march -PRON- not hold contempt sec,1
2015-01-28,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,-1
2015-02-03,nan,1
2015-02-03,carro da tesla poder ser totalmente aut nomo ao final de elon musk volta agitar guas com mai,1
2015-02-03,nan,1
2015-02-03,sieh dir den tweet von,1
2015-02-03,auch ein apple produkt hat seine ngel das beeintr chtigt aber nicht den hype um das iph,1
2015-02-03,tesla repair take month due -PRON- sg cut bone hopefully -PRON- bankrupt -PRON- car repair,1
2015-02-06,pony song play tesla coil science twilight sparkle popular pony -PRON- want draw pony,1
2015-02-09,next porsche macan fully electric vehicle stait production year,-1
2015-02-09,volvo high performance polestar brand unveil sweden answer tesla model,-1
2015-02-09,pepsin bun pot ready fi di ride tesla riddim via,-1
2015-02-10,tiembla tesla amazon se mete en el negocio de los coch el ctrico de la mano de rivian,-1
2015-02-11,polestar unveil -PRON- electric response tesla model,-1
2015-02-11,security exchange commission ask federal judge hold tesla ceo elon musk contempt settl,-1
2015-02-11,polestar unveil -PRON- electric response tesla model,-1
2015-02-11,polestar unveil -PRON- electric response tesla model,-1
2015-02-12,nan,-1
2015-02-13,new rock metal album come march child bodom devin townsend whitechapel flame yngwie malmsteen queensryche,1
2015-02-13,nan,1
2015-02-18,el taxi ese servicio antiguo de la edad medium teslamotor tesla mejorentaxi taxi taxienlucha taxista eltaxi,-1
2015-02-20,make,1
2015-02-20,tesla car load sf europe,1
2015-02-24,-PRON- get american starman tesla notaflamethrower,1
2015-02-24,-PRON- regulator seek contempt coucharge elon musk fear -PRON- use twitter potentially,1
2015-02-25,bitcoin btc elon musk reveal hold btc recom cryptocurrency altcoin fintech tesla,-1
2015-02-27,nan,-1
2015-03-02,symphonic tesla coil lightning strike electro music berlin festival arac l yla,-1
2015-03-03,pourquoi la tesla model perdu la recommandation de la plus grande asso de consommateur du monde,-1
2015-03-03,futurecar via polestar ev put tesla model notice,-1
2015-03-03,news volvo polestar ev put tesla model notice,-1
2015-03-05,watch crash tree burst flame davie flamingo rd unfortunately driver die scene,-1
2015-03-05,tragic accident firefighter work put flame driver lose control crash davie sa,-1
2015-03-09,l organisme regulador de la borsa del eua demana la detenci del fundador de tesla per un altre missatge twitter,1
2015-03-11,nan,1
2015-03-11,,1
2015-03-12,tesla roll model china ahead schedule sale push latestcomment,-1
2015-03-13,electric car charge station illustration -PRON- buy -PRON- car el,1
2015-03-13,nan,1
2015-03-16,,-1
2015-03-17,nan,1
2015-03-18,absolutely right nearly everyone know say -PRON- not buy another new ice keep w,1
2015-03-18,merci j r -PRON- guillen ensta de venir changer avec les et futur enstalumni une belle rencontre et belle,1
2015-03-18,-PRON- sec pursue contempt order tesla ceo elon musk offensive tweet,1
2015-03-19,polestar google power electric tesla competitor,1
2015-03-19,sec forget read tesla earning transcript clearly state k k embarrassing,1
2015-03-19,-PRON- need move people vehicle crash stat tesla autopilot prevent crash death k death,1
2015-03-20,nikola tesla -PRON- laboratory,-1
2015-03-20,nan,-1
2015-03-20,mody deposit tesla brand hammer get window,-1
2015-03-20,elon musk face contempt coucharge tweet,-1
2015-03-24,british parliament busy dither brexit dutch build electric container barge call,1
2015-03-25,unfortunately elon bit preoccupied atm take number,-1
2015-03-25,much tesla datum worth chinese govt much elon need plant seed rice paddy,-1
2015-03-25,-PRON- want k word research paper guy vent,-1
2015-03-25,tesla get shanghai operate full capacity -PRON- need fremont,-1
2015-03-25,w hat diese studie auftrag gegeben al gore tesla die duh absoluter bullshit,-1
2015-03-26,tesla achieve production high tech electric car factory build china,1
2015-03-26,tesla r technological advantage year production capacity,1
2015-03-26,tesla overtake entire automotive industry year defamation disgrace,1
2015-03-26,polestar unveil -PRON- electric response tesla model,1
2015-03-27,tesla model lose coveted consumer report recommendation ar technica,-1
2015-03-27,think green movement could use bigscale like tesla idea potus want g g think bi,-1
2015-03-31,sec forget read tesla earning transcript clearly state k k embarrassing,1
2015-04-01,-PRON- underestimate sum tesla part energy solar storage automotive ai freight,-1
2015-04-02,david fox varney co discuss china walmavs amazon gold price tesla,-1
2015-04-06,elon musk run regulator executive exit make -PRON- certain tesla pay million,1
2015-04-06,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2015-04-08,let follow prediction may -PRON- wr,1
2015-04-09,electric car charge station illustration -PRON- buy -PRON-,1
2015-04-10,nikola tesla -PRON- laboratory,-1
2015-04-13,ross great linear extrapolator -PRON- forget one firm car explode drive fire truck,-1
2015-04-13,think -PRON- tweet tesla socialmedia bbc news tesla elon musk may contempt tweet,-1
2015-04-14,first fatal car accident happen usa next year people die car accident,1
2015-04-14,u security exchange commission seek contempt charge tesla elon musk say tweet violate deal,1
2015-04-16,tesla pickup ah,-1
2015-04-20,retrouvez l dito de dan sur le mod le tesla de,-1
2015-04-21,month -PRON- energy solar powerwall hit new high production day beautiful day texas make pow,1
2015-04-21,mai quelle annonce tesla pr voit il de faire ce jeudi,1
2015-04-21,la tesla model perd sa recommandation mais reste pl biscit e,1
2015-04-22,tesla chef elon musk provozieerneut die sec,-1
2015-04-23,nan,-1
2015-04-23,klimaatstrijd klassenstrijd klimaatbeleid van rutte komt neer op duurzaamheid voor de rijken subsidy voor tesla warm,-1
2015-04-23,la nueva moto el ctrica de zero el tesla de dos ruedas es tan espectacular como la harley davidson el ctrica per,-1
2015-04-24,felon arrest pursuit steal tesla battery die via,-1
2015-05-01,-PRON- love spacex high quality wall afor sale falcon heavy launch tesla space c,-1
2015-05-01,tesla sec accusa musk violato accordo ultima ora agenzia ansa,-1
2015-05-05,nikola tesla -PRON- laboratory,-1
2015-05-05,polestar google power electric tesla competitor,-1
2015-05-06,regulator want tesla elon musk hold contempt violate twitter deal,-1
2015-05-06,give -PRON- tesla ebike,-1
2015-05-07,hot new story polestar google power electric tesla competitor tech,1
2015-05-07,volvo polestar join electric car race rival tesla news business social,1
2015-05-08,british parliament busy dither brexit dutch build electric container barge call,1
2015-05-11,,-1
2015-05-11,tesla tweet von musk f herneut zu streit mit b rsenaufsicht,-1
2015-05-12,elon musk tesla news teaser lead model speculation,-1
2015-05-12,nan,-1
2015-05-15,least sun sentinel ask question tesla catch fire multipl time fatal crash car unsafe,1
2015-05-18,omar awan connect dnc debbie wasserman shultz die fatal crash qanon clintonbodycount digitalsoldier,-1
2015-05-18,driver tesla model later identify omar awan,-1
2015-05-20,nan,1
2015-05-20,introduce dog mode set cabin temperature keep -PRON- dog comfortable let passersby know -PRON- need worry,1
2015-05-21,step buy tesla -PRON- text -PRON- want,-1
2015-05-22,tesla hop model deliver kind liftoff china -PRON- u,-1
2015-05-27,nan,1
2015-05-28,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2015-06-01,tesla dog mode keep pet cool tech news recruitment energon techspecialist,-1
2015-06-02,belfric blockchaintechnology belrium,-1
2015-06-02,das war tesla chef elon musk verliedie kontrolle der aktion r,-1
2015-06-04,large tesla ship electric container barge launch autumn via,-1
2015-06-04,tesla la sec accusa musk non ha rispettato accordo con la giustizia,-1
2015-06-05,nikola tesla -PRON- laboratory,1
2015-06-10,british parliament busy dither brexit dutch build electric container barge call,-1
2015-06-10,-PRON- get american starman tesla notaflamethrower,-1
2015-06-11,polestar first look scandinavia tesla model challenger via wot,1
2015-06-16,mal rande kobaltpreise einer der teuersten rohstoffe aktuellen eauto akkus,1
2015-06-17,nan,1
2015-06-17,tsla ceo tease something mysterious happen thursday model unveiling via,1
2015-06-24,qu hay debajo del capot de un tesla nada,-1
2015-06-25,la tesla model perd sa recommandation mais reste pl biscit e lue dan le top des meilleur voiture,-1
2015-06-25,volvo polestar unveil competitor tesla model polestar plug perf,-1
2015-06-29,elon musk tweet k car may cost -PRON- job tesla ceo,1
2015-06-29,not visit today goelectricgm event multiply logistic north unit f g bolton bl bt say hi alastair,1
2015-07-02,man zero fuck give elonmusk tesla https,-1
2015-07-06,arrest nissan chairman elon musk resignation tesla chair -PRON- explore right,1
2015-07-06,skyrocket worldwide precisely,1
2015-07-06,elon musk de nouveau dan le collimateur de la sec tesla volue toujour dan un biseau baissier si nouveau contact,1
2015-07-07,british parliament busy dither brexit dutch build electric container barge call,1
2015-07-07,ge en l nyada elektrikli ara sit lm ara ile en ok elektrikli ara sit lan lke tesla ise,1
2015-07-10,today top business headline high level trade talk continue washington kraft heinz reveal sec,-1
2015-07-10,geneva motor show -PRON- feel proud privilege announce today -PRON- tesla model base shootingbrake design wi,-1
2015-07-13,bin euro temiz para tanr sayesinde bol miktarda sevap point kazana,1
2015-07-13,onun erez para,1
2015-07-13,sayamayaca z kadar ok tl,1
2015-07-13,kendi pay isterim arabay e b lecez,1
2015-07-13,dolara evir ok kur yap yor,1
2015-07-13,tanr aya adak laz sonu ta,1
2015-07-13,elon abi duy bizi tesla buraya gelecek,1
2015-07-13,anla g zel ben simit po g nderiyorum tesla minivan olsun,1
2015-07-13,volvo car luxury performance brand polestar unveil online -PRON- first fully electric sedan wednesday p,1
2015-07-16,europe present tesla stock next big challenge,1
2015-07-16,british parliament busy dither brexit dutch build electric container barge call,1
2015-07-17,not sure legit mobile day -PRON- drive -PRON- get -PRON- cover,1
2015-07-20,volvo car luxury performance brand polestar unveil online -PRON- first fully electric sedan wednesday p,-1
2015-07-21,tesla roll model china ahead schedule sale push,1
2015-07-23,elon musk tesla tweet put ceo role risk,1
2015-07-23,volvo car luxury performance brand polestar unveil online -PRON- first fully electric sedan wednesday p,1
2015-07-23,expedited shipment tesla seek exploit china temporary suspension additional tariff u vehicle https,1
2015-07-23,somehow remind -PRON- tesla fire,1
2015-07-28,tesla stock fall sec ask couto find elon musk contempt,-1
2015-07-28,tesla roll model china ahead schedule sale push,-1
2015-07-29,today top business headline high level trade talk continue washington kraft heinz reveal sec,1
2015-08-04,elon musk late tweet could land -PRON- contempt cou,-1
2015-08-05,not sure legit mobile day -PRON- drive -PRON- get -PRON- cover,1
2015-08-06,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2015-08-07,break omar awan debbie wasserman schultz dnc computer -PRON- guy kill suspicious car accident,1
2015-08-10,-PRON- buy apple tesla stock use ethereum soon,-1
2015-08-10,tesla share fall repo sec ask judge hold elonmusk contempt violate deal misleading tweet,-1
2015-08-11,tesla roll model china ahead schedule sale push,1
2015-08-12,nan,1
2015-08-12,tesla elon musk may contempt tweet,1
2015-08-14,elon musk et le tweet qui risque de lui co ter la te de tesla,1
2015-08-20,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- c,-1
2015-08-20,tesla tsla stock plunge sec reportedly say elon musk violate -PRON- deal tweet,-1
2015-08-24,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,1
2015-08-24,mai quelle annonce tesla pr voit il de faire ce jeudi,1
2015-08-25,volvo polestar unveil competitor tesla model polestar plug performance car brand spin,1
2015-08-25,brilliant anyone thought cooling -PRON- say pouch cell offer good cooling,1
2015-08-26,understand april reservationist invite order everyone able order jun,-1
2015-08-27,-PRON- new hybrid tsla tslaq,-1
2015-08-27,one day money tesla determine,-1
2015-08-28,nikola tesla -PRON- laboratory,1
2015-08-28,tesla model x mysteri autowrack sorgt f r wirbel -PRON- internet,1
2015-09-02,nan,-1
2015-09-03,elon tweet tesla announcement happen thursday pm pt could modely event date,-1
2015-09-03,nan,-1
2015-09-03,tesla ceo elon musk tease something mysterious happen thursday model unveiling,-1
2015-09-03,netherland -PRON- order drive week ok may sma,-1
2015-09-03,fikrimi almalar -PRON- de il l -PRON- olan kendi fikirlerinin olmama nikola tesla,-1
2015-09-03,march reservation holder wheel apparently -PRON-,-1
2015-09-04,tesla make car make around k,1
2015-09-04,cable hdmi k de metro valoraci n opinione precio env gratis,1
2015-09-04,put horn -PRON- tesla,1
2015-09-09,nice work definitely stock worth watch -PRON-,-1
2015-09-10,tesla la sec accusa musk per violazione di accordo,1
2015-09-14,-PRON- make -PRON- day,-1
2015-09-16,future monarchenterpris tesla elonmusk,1
2015-09-16,con teslaontour model nella tua citt il marchio capitanato da elonmusk ha deciso di puntare anche sul belpaese,1
2015-09-17,hey dare -PRON- bless -PRON- grow family tesla,-1
2015-09-17,hey look buy tesla model project anyone one lay around ask tell,-1
2015-09-17,tesla make car make around k,-1
2015-09-17,interested ev tour round uk check -PRON- blog show -PRON- hire electricvehicle near london htt,-1
2015-09-17,u security exchange commission say tesla chief elon musk violate fraud settlement make new inaccurate st,-1
2015-09-17,elon musk go build tesla factory kim kitchen,-1
2015-09-21,nikola tesla -PRON- laboratory,1
2015-09-24,analyst -PRON- seem impossible tesla fully self drive car within year breitba,1
2015-09-24,tesla tsla feb update stockmarket technical analysis chart watch,1
2015-09-24,tesla tsla feb sec vs elon musk stockmarket technical analysis chart watch,1
2015-09-25,bank america plan drop merrill lynch name -PRON- business rebranding mark end era http,1
2015-09-28,consumer report fake news -PRON- tesla day continuous uptime reliability -PRON- good computer ev,1
2015-09-30,tesla dei canale primero barco portacontenedor el ctrico,-1
2015-10-07,tesla roll model china ahead schedule sale push,1
2015-10-12,take tesla land mar lord please wake -PRON- tomorrow,1
2015-10-12,tesla model strip consumer report recommendation,1
2015-10-13,nomination auparavant en charge du p le radio tv et culture chez lagard publicit int,1
2015-10-15,elon musk tweet dumb meme sec ask judge hold -PRON- contempt,-1
2015-10-16,tesla could go bankrupt elon musk could run afoul sec -PRON- matter owner love c,1
2015-10-21,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2015-10-21,wait -PRON- cash back see rear bumper lie -PRON- driveway take kind,1
2015-10-22,nan,-1
2015-10-23,baek aa -PRON- kalau perlukan budak finance roger -PRON- hahahahah,-1
2015-10-26,nan,1
2015-10-27,tesla bient en faillite elon musk se marre,-1
2015-10-28,tsla tesla begin model delivery china ahead schedule,1
2015-10-28,tsla tesla roll model china ahead schedule sale push,1
2015-10-28,tsla tesla roll model china ahead schedule sale push,1
2015-10-29,enough money gpu hashcracker spin one aw guess every character upper low number symbol,1
2015-10-30,gadget tesla model x insane -PRON- refurbish wheel satin black tesla teslamodelx,-1
2015-10-30,-PRON- really need new general counsel value lawyer not understate e c want elon musk -PRON-,-1
2015-11-02,polestar high rid sedan ready take tesla model,1
2015-11-02,polestar ev put tesla model notice,1
2015-11-09,sec want tesla ceo elon musk hold contempt tweet,-1
2015-11-11,tesla model delivery begin china,1
2015-11-16,tesla elon musk may contempt tweet,1
2015-11-18,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2015-11-24,polestar google power electric tesla competitor,-1
2015-11-27,polestar unveil -PRON- electric response tesla model kirstenkorosec,1
2015-11-30,present -PRON- future really work -PRON- nikola tesla,-1
2015-11-30,nan,-1
2015-12-01,tesla bull feed musk tweet say -PRON- cost investor money,-1
2015-12-01,elon musk run regulator executive exit make -PRON- certain tesla pay million,-1
2015-12-01,para podremo dormir mientra el coche conduce elon musk promete que la conducci n aut noma de tesla llegar el pr,-1
2015-12-01,okumay unuttular hisseler bir anda,-1
2015-12-04,nan,-1
2015-12-07,-PRON- tweet answer one,-1
2015-12-07,tesla bient en faillite elon musk se marre,-1
2015-12-09,british parliament busy dither brexit dutch build electric container barge call,1
2015-12-11,tsla musk hint tesla news come tomorrow regular nasdaq session,1
2015-12-15,tesla roll model china ahead schedule sale push,-1
2015-12-18,wonder front grill look like end,-1
2015-12-18,model en route danish customer tesla sell measly car denmark car,-1
2015-12-18,nan,-1
2015-12-18,medium would talk mass exodus management,-1
2015-12-21,customize -PRON- tesla meme car -PRON- pafor full music video ht,-1
2015-12-28,corre la voz teslafestival leonesp soon music experimental,1
2015-12-29,nan,1
2015-12-29,nan,1
2015-12-31,truestreetcar idea volvo take tesla chinese build polestar electric car detail photo,1
2016-01-05,nan,1
2016-01-05,nan,1
2016-01-05,nan,1
2016-01-05,nan,1
2016-01-05,nan,1
2016-01-05,woow thank -PRON-,1
2016-01-05,nan,1
2016-01-07,tesla stock fall sec ask couto find elon musk contempt,-1
2016-01-07,model get bad repocard lead drop tesla stock,-1
2016-01-08,tesla ceo elon musk tweeting habit trigger another legal challenge stock market regulator,-1
2016-01-11,la nueva moto el ctrica de zero el tesla de dos ruedas es tan espectacular como la harley davidson el ctrica per,-1
2016-01-13,q w -PRON- new ya book electric war edison tesla westinghouse race light world history,-1
2016-01-14,elon musk tweet may cost -PRON- job tesla ceo,1
2016-01-14,reddit retrofuturism exposition giant spark tesla coil set thrill visitor link comment,1
2016-01-22,consumer report also recently rank tesla model customer satisfaction,-1
2016-01-25,nan,1
2016-01-25,nan,1
2016-01-26,trust plan research tesla knowledge key -PRON- know,1
2016-01-27,elon tweet tesla announcement happen thursday pm pt could modely event date,-1
2016-01-27,-PRON- think peanut gallery recycle cardboard first,-1
2016-01-27,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2016-01-28,clearly never blue tesla,-1
2016-01-28,ogle tesla model shoot brake beautifully convert ev display geneva,-1
2016-01-28,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2016-01-28,sec forget read tesla earning transcript clearly state k k embarrassing,-1
2016-02-01,tesla model lose coveted consumer report recommendation ar technica tesla model lose covet consume,-1
2016-02-01,note musk earning call say tesla would make maybe order k k -PRON- wide range,-1
2016-02-04,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,1
2016-02-08,cr nail -PRON- wish -PRON- warn -PRON- sooner -PRON- tesla model good car ever,-1
2016-02-10,nan,1
2016-02-10,gene munster faz todo sentido que apple compre tesla,1
2016-02-17,-PRON- authority order tesla mr musk pay fine,-1
2016-02-17,gaming monster pc cost tesla model,-1
2016-02-17,-PRON- critical junction technology society right -PRON- day tesl,-1
2016-02-18,polestar unveil -PRON- electric response tesla model standalone electri,-1
2016-02-18,l autopilot assurera une conduite enti rement autonome avant fin via,-1
2016-02-19,sec seek contempt charge tesla musk say tweet violate deal tech news,1
2016-02-24,volvo polestar join electric car race rival tesla,-1
2016-02-24,enough money gpu hashcracker spin one aw guess every character upper low number symbol,-1
2016-02-25,-PRON- honra tener de amigas premio de la la mejor divulgadora por su labor en internet rede,1
2016-02-25,-PRON- not road -PRON- worry -PRON- police car would repor,1
2016-02-29,instagram page hit follower give away v buck read giveaway post,1
2016-03-01,la francesa suez eval embargar activos del estado para cobrar sentencia del ciadi por usd el ceo de tesla,-1
2016-03-01,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2016-03-02,consumer report remove recommend spacex reuse booster freshly paint spacex tesla,-1
2016-03-02,attention connecticut tesla owner take action -PRON- want tesla sell -PRON- state let make happen,-1
2016-03-02,dealer lobbyist use law prevent,-1
2016-03-02,agree especially -PRON- white car,-1
2016-03-08,nan,-1
2016-03-08,market mover blog tesla share fall tweet leave musk face legal backlash diamond project,-1
2016-03-09,polestar volvo mass produce electric direct shot tesla,-1
2016-03-09,llesto per sortir del posf calif rnia cap europa n vehiclesel ctric de la pressi per una transici,-1
2016-03-10,nan,-1
2016-03-10,nan,-1
2016-03-10,nan,-1
2016-03-10,nan,-1
2016-03-10,nan,-1
2016-03-10,nan,-1
2016-03-10,nog even en -PRON- koman roderik tegen een tesla go bezig roderik,-1
2016-03-11,today -PRON- welcome awesome young woman tesla learn career engineering manufacture h,1
2016-03-15,nan,-1
2016-03-15,nan,-1
2016-03-15,tesla hop model deliver kind liftoff china -PRON- u,-1
2016-03-17,volvo polestar join electric car race rival tesla,-1
2016-03-21,nan,-1
2016-03-22,tesla incredible efficiency lead become clear range test audi e tron jaguar pace electrek,-1
2016-03-23,model x audi e tron und jaguar pace -PRON- vergleich tesla schl gt audi und jaguar beim verbrauchstest um l ngen,1
2016-03-23,consumer report fake news -PRON- tesla day continuous uptime reliability -PRON- good computer ev,1
2016-03-24,effectenspiegelboersenbericht anleger zur ckhaltend dax rfte auf der stelle treten,1
2016-03-29,china first batch model car arrive shanghai,-1
2016-03-29,nan,-1
2016-03-29,nan,-1
2016-03-29,nan,-1
2016-03-30,embarrassing elon musk fire back sec late fight tesla production number,-1
2016-03-30,nan,-1
2016-03-30,letter send employee reveal -PRON- productivity rule,-1
2016-04-01,tesla lyon nombreus model en attente de leur propri taire,1
2016-04-01,nan,1
2016-04-01,nan,1
2016-04-01,nan,1
2016-04-01,nan,1
2016-04-01,woow thank -PRON-,1
2016-04-01,nan,1
2016-04-01,nan,1
2016-04-01,nan,1
2016-04-04,tesla point -PRON- life waste,-1
2016-04-04,incredible traction control like whoa teslamodel,-1
2016-04-04,nan,-1
2016-04-05,polestar first look scandinavia tesla model challenger,1
2016-04-05,-PRON- second hand tesla model rock -PRON- world still troll ice every slight mile,1
2016-04-05,-PRON- man,1
2016-04-07,nan,-1
2016-04-07,vil ikke lenger anbefale kj p av tesla model,-1
2016-04-08,elon musk say -PRON- certain tesla car ready drive -PRON- end year regulator would al,1
2016-04-08,tesla model one six car consumer report say -PRON- longer recommend due reliability issue,1
2016-04-12,volvo polestar join electric car race rival tesla,1
2016-04-12,legal tesla elon musk may contempt tweet payless win approval begin use bankruptcy loan tesla,1
2016-04-13,sec ask judge hold elon musk contempt claim -PRON- february tweet tesla production violate,1
2016-04-14,great scientist history albeeinstein marie curie isaac newton charle darwin nikola tesla,-1
2016-04-14,tesla arj istasyonlar n otomatik hale getiriyor,-1
2016-04-15,tesla model snap v g till svenska k pare efter leveransstrulet,-1
2016-04-20,volvo polestar join electric car race rival tesla,1
2016-04-21,nan,1
2016-04-27,nan,-1
2016-04-27,se busca este vago por haber dejado cerca de mill n de bachiller pobre sin acceso universidade p blicas x e,-1
2016-05-04,not sure legit mobile day -PRON- drive -PRON- get -PRON- cover,-1
2016-05-06,-PRON- get american starman tesla notaflamethrower,-1
2016-05-09,tesla arj istasyonlar n otomatik hale getiriyor,1
2016-05-09,nan,1
2016-05-10,unlikely consider single powerwall kwh -PRON-,-1
2016-05-13,polestar say wednesday -PRON- next vehicle polestar electric performance suv compa,1
2016-05-13,polestar jointly volvo car group zhejiang geely hold china,1
2016-05-13,tesla share morning sec asksa judge hold elon musk contempt violate deal -PRON- tweet,1
2016-05-16,tesla model lose coveted consumer report recommendation ar technica,1
2016-05-16,feeling freedom tesla china marketplace camp model cleantechnica,1
2016-05-17,nan,-1
2016-05-17,cnn publish -PRON- tweet would not possible without -PRON- patron credit go peopl,-1
2016-05-17,se eu tivesse um tesla fdsss q sonho,-1
2016-05-17,aposto que comprou um tesla ou tem um v deoclip num tesla,-1
2016-05-18,-PRON- read study inside -PRON- tesla mwc ht,1
2016-05-23,tiembla tesla amazon se mete en el negocio de los coch el ctrico de la mano de rivian,-1
2016-05-23,make,-1
2016-05-23,uberfact statue nikola tesla silicon valley transmit free wi fi,-1
2016-05-24,nan,1
2016-05-27,tesla elon musk may contempt tweet,1
2016-05-27,elon musk may hold contempt couover tesla tweet,1
2016-05-27,tesla share fall reposec ask judge hold elon musk contempt violate deal,1
2016-05-27,sec ask judge hold tesla elon musk contempt say -PRON- violate agreement social medium post,1
2016-05-27,-PRON- get american starman tesla notaflamethrower,1
2016-05-31,nearly run tesla go run electric car least make sure -PRON- jaguar,1
2016-06-01,nan,1
2016-06-02,nan,-1
2016-06-02,das stimmt schon aber tesla baut halt auch wesentlich mehr montagsauto,-1
2016-06-02,merced war dann sp ter -PRON- service schlechter al tesla aber die auslieferungen waren immer tiptop,-1
2016-06-02,darauf w rde ich auch tippen ist bei tesla meisten problem und l sing zugleich,-1
2016-06-03,nan,1
2016-06-06,nan,-1
2016-06-06,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2016-06-07,nan,-1
2016-06-07,nan,-1
2016-06-08,volvo take tesla chinese build polestar electric car detail photo,1
2016-06-10,know someone problem refuse replace unit payback time go never -PRON- h,1
2016-06-10,thinking battery power -PRON- home play minute sec mark let hope tesla back -PRON- produ,1
2016-06-10,hope -PRON- take away -PRON- phone tesla bull feed elon musk tweet say -PRON- cost inv,1
2016-06-10,elon musk tweet tease tesla news barely day -PRON- social medium behavior b,1
2016-06-15,un imbroglio r glementaire inefficace les actionnair de tesla devraient savoir dan quoi il embarquent et l accepter,-1
2016-06-15,year company found tesla lexus hyundai ferrari toyota volkswagen nissan,-1
2016-06-15,kadar cahilsiniz ki dininiz var diye ahlaka ihtiyac n z kalmad n san yorsunuz nikola tesla,-1
2016-06-16,body count connect dnc debbie wasserman schultz hillary clinton go omar awan debbie wass,-1
2016-06-16,siapa lagi suka set wallpaper dengan theme phone dia semua black aku nak share collection black wallpaper aku sikit ht,-1
2016-06-16,soalan petang ni antara dua band pop punk malaysia yang popular ni mana satu pilihan korang untuk bunkface li,-1
2016-06-20,tesla pourrait encore payer pour les tweet elon musk,1
2016-06-21,model get bad repocard lead drop tesla stock,1
2016-06-22,-PRON- socialist hellhole -PRON- socialist hellhole somehow nurture apple google facebook tesla uber netfli,-1
2016-06-29,stupenda ho visto altre foto di consegne nei vari gruppi davvero stupenda e ormai ne p,1
2016-06-29,gm spend billion advertising -PRON- absolutely incredible tesla able grow exponentially,1
2016-06-30,nan,1
2016-06-30,elon pls send -PRON- tesla,1
2016-07-08,believe -PRON- john trump one take charge tesla file -PRON- die,-1
2016-07-11,nan,1
2016-07-13,sec force tesla board overdue move dampen musk dominance carshow,-1
2016-07-13,forget british diver real trouble sec hit elon musk tesla car speedo,-1
2016-07-14,british parliament busy dither brexit dutch build electric container barge call,-1
2016-07-14,tesla hop model deliver kind liftoff china -PRON- u,-1
2016-07-14,tesla roll model china ahead schedule sale push,-1
